# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# Kanal 3 (V)	# Kanal 4 (V)	
-0.0267	-0.51875	-0.53125	6.3125	0.109375
-0.0266	-0.55	-0.375	6.3125	0.125
-0.0265	-0.51875	-0.375	6.3125	0.109375
-0.0264	-0.4875	-0.53125	6.3125	0.125
-0.0263	-0.51875	-0.53125	6.15625	0.125
-0.0262	-0.4875	-0.53125	6.46875	0.125
-0.0261	-0.51875	-0.6875	6.3125	0.125
-0.026	-0.51875	-0.375	6.3125	0.125
-0.0259	-0.4875	-0.375	6.3125	0.109375
-0.0258	-0.51875	-0.53125	6.3125	0.109375
-0.0257	-0.4875	-0.375	6.3125	0.109375
-0.0256	-0.51875	-0.53125	6.3125	0.125
-0.0255	-0.51875	-0.53125	6.15625	0.109375
-0.0254	-0.51875	-0.375	6.15625	0.125
-0.0253	-0.51875	-0.53125	6.3125	0.109375
-0.0252	-0.51875	-0.53125	6.3125	0.109375
-0.0251	-0.51875	-0.375	6.3125	0.125
-0.025	-0.64375	0.5625	-0.250001	0.109375
-0.0249	-0.76875	0.71875	-5.40625	0.109375
-0.0248	-0.7375	0.71875	-5.40625	0.109375
-0.0247	-0.76875	0.71875	-5.5625	0.109375
-0.0246	-0.76875	0.875	-5.5625	0.109375
-0.0245	-0.76875	0.71875	-5.5625	0.109375
-0.0244	-0.76875	0.71875	-5.5625	0.125
-0.0243	-0.76875	0.875	-5.5625	0.109375
-0.0242	-0.8	0.71875	-5.71875	0.125
-0.0241	-0.76875	0.71875	-5.71875	0.109375
-0.024	-0.76875	0.875	-5.5625	0.0937499
-0.0239	-0.76875	0.71875	-5.5625	0.125
-0.0238	-0.7375	0.5625	-5.5625	0.125
-0.0237	-0.76875	0.875	-5.71875	0.125
-0.0236	-0.76875	0.875	-5.71875	0.109375
-0.0235	-0.76875	0.71875	-5.71875	0.140625
-0.0234	-0.7375	0.71875	-5.5625	0.125
-0.0233	-0.76875	0.71875	-5.71875	0.109375
-0.0232	-0.76875	0.71875	-5.71875	0.140625
-0.0231	-0.76875	0.71875	-5.5625	0.125
-0.023	-0.7375	0.71875	-5.5625	0.109375
-0.0229	-0.70625	0.71875	-5.5625	0.140625
-0.0228	-0.70625	0.71875	-5.71875	0.140625
-0.0227	-0.7375	0.71875	-5.5625	0.125
-0.0226	-0.7375	0.71875	-5.71875	0.125
-0.0225	-0.7375	0.71875	-5.5625	0.125
-0.0224	-0.70625	0.71875	-5.71875	0.125
-0.0223	-0.7375	0.875	-5.71875	0.140625
-0.0222	-0.7375	0.875	-5.71875	0.140625
-0.0221	-0.76875	0.71875	-5.71875	0.140625
-0.022	-0.7375	0.5625	-5.71875	0.125
-0.0219	-0.7375	0.71875	-5.71875	0.15625
-0.0218	-0.7375	0.71875	-5.5625	0.140625
-0.0217	-0.70625	0.71875	-5.5625	0.140625
-0.0216	-0.70625	0.71875	-5.5625	0.125
-0.0215	-0.70625	0.71875	-5.71875	0.140625
-0.0214	-0.70625	0.71875	-5.71875	0.15625
-0.0213	-0.675	0.875	-5.5625	0.125
-0.0212	-0.70625	0.71875	-5.40625	0.140625
-0.0211	-0.70625	0.71875	-5.5625	0.140625
-0.021	-0.70625	0.875	-5.5625	0.140625
-0.0209	-0.70625	0.71875	-5.71875	0.140625
-0.0208	-0.675	0.71875	-5.5625	0.140625
-0.0207	-0.70625	0.71875	-5.71875	0.15625
-0.0206	-0.70625	0.71875	-5.5625	0.140625
-0.0205	-0.7375	0.5625	-5.40625	0.140625
-0.0204	-0.70625	0.71875	-5.5625	0.140625
-0.0203	-0.7375	0.71875	-5.71875	0.15625
-0.0202	-0.70625	0.71875	-5.5625	0.15625
-0.0201	-0.70625	0.71875	-5.5625	0.15625
-0.02	-0.58125	-0.0625	1.46875	0.15625
-0.0199	-0.4875	-0.53125	6.3125	0.140625
-0.0198	-0.4875	-0.53125	6.3125	0.140625
-0.0197	-0.45625	-0.375	6.3125	0.140625
-0.0196	-0.4875	-0.53125	6.3125	0.140625
-0.0195	-0.45625	-0.21875	6.3125	0.140625
-0.0194	-0.45625	-0.6875	6.3125	0.140625
-0.0193	-0.45625	-0.6875	6.3125	0.140625
-0.0192	-0.45625	-0.53125	6.3125	0.15625
-0.0191	-0.4875	-0.375	6.3125	0.15625
-0.019	-0.4875	-0.375	6.15625	0.140625
-0.0189	-0.45625	-0.375	6.3125	0.125
-0.0188	-0.45625	-0.53125	6.15625	0.15625
